city,state,year,crime_type,reported_cases,solved_cases,unsolved_cases,Monetary Loss (INR),Victim Age,Victim Gender,Victim Profession,population,literacy_rate,internet_penetration,unemployment_rate
Ahmedabad,Gujarat,2024,Data Breach,332,266,66,1887768.84,43,Female,Government Employee,15494802,72.14,49.59,5.68
Surat,Gujarat,2024,Financial Fraud,462,224,238,3804537.78,42,Other,Student,18437484,85.5,63.98,2.67
Vadodara,Gujarat,2022,Ransomware,179,169,10,3585642.29,61,Other,Business,4880210,64.98,84.9,2.93
Rajkot,Gujarat,2023,Online Harassment,211,56,155,257363.67,34,Male,Doctor,6576117,74.64,41.62,9.99
Bhavnagar,Gujarat,2022,Ransomware,290,290,0,1312982.01,28,Male,Engineer,5532506,90.06,45.93,6.83
Jaipur,Rajasthan,2022,Data Breach,249,234,15,4906926.48,58,Female,Engineer,2733332,83.43,78.7,5.43
Jodhpur,Rajasthan,2024,Identity Theft,445,240,205,4780558.71,31,Other,Government Employee,11006631,78.43,70.07,10.35
Udaipur,Rajasthan,2024,Online Harassment,422,304,118,3902565.76,30,Male,Student,14608374,76.92,49.69,7.09
Kota,Rajasthan,2023,Ransomware,36,19,17,4018285.3,31,Male,Doctor,18673182,67.83,77.01,10.81
Ajmer,Rajasthan,2022,Hacking,473,78,395,4633955.58,59,Other,Government Employee,13896069,85.99,55.16,5.31
Patna,Bihar,2022,Data Breach,93,79,14,2431809.67,57,Male,Government Employee,1959349,75.25,78.9,3.54
Gaya,Bihar,2023,Phishing,180,94,86,635220.7,30,Female,Unemployed,13349120,80.59,54.32,10.49
Muzaffarpur,Bihar,2023,Data Breach,322,84,238,1713750.87,53,Female,Freelancer,2830936,63.52,34.94,9.37
Bhagalpur,Bihar,2022,Ransomware,262,47,215,4675152.54,65,Other,Doctor,1773281,60.07,40.65,3.33
Purnia,Bihar,2023,Identity Theft,351,292,59,483224.94,25,Female,Government Employee,3404480,61.36,64.97,11.88
Bhopal,Madhya Pradesh,2024,Phishing,430,98,332,3958236.28,40,Female,Engineer,9020116,80.77,66.93,7.26
Indore,Madhya Pradesh,2024,Online Harassment,80,8,72,2338566.01,69,Female,Doctor,17326890,63.36,66.39,8.89
Jabalpur,Madhya Pradesh,2022,Ransomware,446,173,273,3341792.45,59,Female,Unemployed,12087716,93.31,48.38,8.53
Gwalior,Madhya Pradesh,2023,Ransomware,423,120,303,3981574.66,69,Female,Government Employee,7114794,68.42,38.92,3.55
Ujjain,Madhya Pradesh,2022,Phishing,310,60,250,781015.85,43,Male,Doctor,2514309,69.89,49.96,5.2
Mumbai,Maharashtra,2022,Hacking,232,104,128,656961.59,56,Other,Business,7088776,91.35,69.37,5.64
Pune,Maharashtra,2023,Data Breach,186,16,170,292115.3,68,Female,Freelancer,6309998,88.44,57.81,11.67
Nagpur,Maharashtra,2024,Identity Theft,240,34,206,4088116.91,62,Other,Freelancer,10612545,93.53,75.09,10.68
Nashik,Maharashtra,2022,Phishing,455,401,54,862686.66,31,Female,Engineer,16387458,90.64,50.07,2.42
Thane,Maharashtra,2022,Data Breach,272,253,19,4787459.93,27,Other,Doctor,14071397,61.35,30.55,5.61
New Delhi,Delhi,2023,Identity Theft,182,0,182,567756.4,64,Other,Teacher,7132057,65.17,70.82,10.58
Dwarka,Delhi,2024,Online Harassment,281,200,81,4453452.53,52,Other,Teacher,14644086,86.94,73.88,2.39
Rohini,Delhi,2024,Online Harassment,285,233,52,270342.62,36,Male,Freelancer,19824306,81.95,77.51,6.75
Saket,Delhi,2023,Hacking,478,452,26,3063364.27,29,Female,Teacher,15125044,69.26,83.49,10.52
Karol Bagh,Delhi,2022,Online Harassment,212,67,145,71210.84,29,Male,Teacher,15124326,68.36,30.14,2.48
Bengaluru,Karnataka,2022,Online Harassment,284,279,5,4702588.68,16,Other,Business,1767842,77.38,64.81,7.34
Mysuru,Karnataka,2024,Online Harassment,409,59,350,4283407.7,39,Other,Government Employee,5997077,79.08,42.02,8.85
Mangaluru,Karnataka,2022,Identity Theft,341,125,216,4735563.86,16,Male,Doctor,8713526,65.92,47.54,4.57
Hubli,Karnataka,2022,Ransomware,114,93,21,861341.13,21,Female,Business,18247224,84.2,68.34,2.76
Belgaum,Karnataka,2022,Financial Fraud,446,1,445,4770248.37,19,Female,Doctor,3854091,86.77,50.25,7.0
Chennai,Tamil Nadu,2024,Hacking,271,62,209,2432147.27,54,Female,Engineer,12004070,87.62,51.19,5.88
Coimbatore,Tamil Nadu,2022,Online Harassment,381,9,372,4559053.67,54,Male,Engineer,5495620,65.1,39.62,10.15
Madurai,Tamil Nadu,2024,Data Breach,255,179,76,197456.08,69,Female,Freelancer,3525211,88.25,76.55,6.02
Tiruchirappalli,Tamil Nadu,2022,Data Breach,327,326,1,2442944.48,52,Other,Engineer,7658507,89.21,86.03,9.81
Salem,Tamil Nadu,2024,Hacking,208,82,126,3230510.54,27,Male,Student,15247118,66.58,64.26,2.17
Lucknow,Uttar Pradesh,2024,Identity Theft,342,173,169,2106891.73,68,Male,Government Employee,15601851,62.98,80.58,7.95
Kanpur,Uttar Pradesh,2024,Financial Fraud,313,69,244,2393477.56,50,Other,Government Employee,4068245,81.87,31.95,10.35
Ghaziabad,Uttar Pradesh,2023,Data Breach,169,137,32,4119714.65,33,Male,Engineer,1892574,92.87,69.89,11.98
Varanasi,Uttar Pradesh,2024,Online Harassment,427,194,233,4996439.68,32,Female,Freelancer,2546357,94.13,51.83,6.98
Agra,Uttar Pradesh,2024,Online Harassment,218,5,213,179431.52,33,Female,Doctor,3173120,90.43,85.88,8.03
Kolkata,West Bengal,2022,Identity Theft,68,12,56,4874463.49,64,Female,Government Employee,4201588,66.39,42.74,10.0
Howrah,West Bengal,2022,Phishing,151,79,72,4215262.6,50,Other,Engineer,18469252,92.73,82.22,7.46
Durgapur,West Bengal,2024,Online Harassment,61,57,4,2048066.42,17,Female,Freelancer,3169470,83.03,46.14,2.52
Asansol,West Bengal,2022,Financial Fraud,495,483,12,2962106.08,21,Female,Student,15794515,88.33,54.36,3.07
Siliguri,West Bengal,2022,Data Breach,51,21,30,883480.05,56,Other,Engineer,615240,76.46,73.72,3.27
Ahmedabad,Gujarat,2024,Data Breach,218,1,217,3422985.46,32,Other,Teacher,16580685,79.16,33.56,4.11
Surat,Gujarat,2024,Ransomware,108,105,3,2662516.67,37,Male,Freelancer,19872956,74.4,64.7,4.69
Vadodara,Gujarat,2024,Financial Fraud,371,215,156,1312246.46,53,Female,Student,3895697,74.19,41.47,4.53
Rajkot,Gujarat,2022,Cyberstalking,426,328,98,2922010.37,57,Male,Doctor,1399096,68.08,45.0,2.47
Bhavnagar,Gujarat,2022,Ransomware,78,27,51,1418917.9,22,Other,Student,7103308,85.1,79.8,2.14
Jaipur,Rajasthan,2022,Identity Theft,115,57,58,764699.31,61,Other,Engineer,12423425,71.38,54.67,8.6
Jodhpur,Rajasthan,2024,Online Harassment,237,169,68,1047667.25,55,Male,Teacher,13109755,72.36,82.2,10.58
Udaipur,Rajasthan,2024,Data Breach,260,250,10,4748257.9,42,Male,Business,152589,75.17,39.52,9.81
Kota,Rajasthan,2022,Hacking,278,148,130,1059007.4,22,Female,Doctor,9560875,69.78,55.57,2.14
Ajmer,Rajasthan,2024,Financial Fraud,310,232,78,1771822.74,56,Male,Unemployed,6791890,84.1,46.54,6.77
Patna,Bihar,2023,Online Harassment,92,61,31,1141800.01,23,Male,Teacher,16354184,73.46,89.19,7.52
Gaya,Bihar,2024,Cyberstalking,66,34,32,3620151.21,48,Female,Engineer,9170500,90.17,60.99,5.1
Muzaffarpur,Bihar,2023,Phishing,42,36,6,4787912.95,21,Male,Business,8509030,88.34,75.46,8.68
Bhagalpur,Bihar,2024,Cyberstalking,331,254,77,4888386.14,15,Male,Student,11034938,86.9,76.18,6.2
Purnia,Bihar,2023,Phishing,256,99,157,977490.74,61,Female,Freelancer,8477789,84.36,46.32,3.99
Bhopal,Madhya Pradesh,2023,Identity Theft,59,24,35,2385679.65,27,Male,Government Employee,1586908,90.02,51.41,9.59
Indore,Madhya Pradesh,2024,Identity Theft,262,116,146,2182574.8,50,Male,Engineer,3512562,79.78,38.22,6.11
Jabalpur,Madhya Pradesh,2022,Data Breach,249,105,144,2698154.54,62,Male,Engineer,18456889,75.44,38.14,9.38
Gwalior,Madhya Pradesh,2022,Identity Theft,59,2,57,1319459.87,52,Female,Engineer,9459028,82.51,83.39,10.93
Ujjain,Madhya Pradesh,2022,Identity Theft,482,121,361,3078281.48,20,Female,Teacher,1532117,76.66,46.62,3.67
Mumbai,Maharashtra,2024,Phishing,484,431,53,2473269.77,28,Female,Government Employee,3408582,63.1,64.97,11.25
Pune,Maharashtra,2023,Phishing,228,178,50,1777346.12,37,Female,Doctor,952593,85.86,88.84,7.72
Nagpur,Maharashtra,2024,Online Harassment,108,22,86,4120454.42,29,Other,Student,6069382,66.85,42.54,3.33
Nashik,Maharashtra,2023,Phishing,348,230,118,1166844.63,23,Male,Engineer,6900593,72.83,75.4,9.61
Thane,Maharashtra,2024,Ransomware,88,88,0,363176.51,25,Female,Freelancer,305778,66.0,32.11,3.75
New Delhi,Delhi,2023,Financial Fraud,53,48,5,829794.91,19,Male,Freelancer,3688633,75.21,71.98,3.66
Dwarka,Delhi,2024,Identity Theft,463,231,232,829115.93,53,Other,Teacher,15117905,74.87,66.66,9.95
Rohini,Delhi,2023,Identity Theft,143,54,89,4634754.91,66,Male,Teacher,13666930,70.34,76.35,6.65
Saket,Delhi,2022,Financial Fraud,417,355,62,677555.78,18,Male,Engineer,18842657,76.78,84.56,7.81
Karol Bagh,Delhi,2024,Cyberstalking,37,33,4,939973.34,29,Male,Teacher,1753161,77.79,66.41,10.84
Bengaluru,Karnataka,2022,Financial Fraud,183,134,49,2710954.02,31,Female,Government Employee,18468277,64.77,40.7,6.28
Mysuru,Karnataka,2022,Cyberstalking,421,404,17,1141513.71,55,Male,Doctor,14892724,62.5,73.26,7.47
Mangaluru,Karnataka,2024,Identity Theft,245,42,203,3422627.74,69,Female,Student,1160857,86.79,76.8,9.75
Hubli,Karnataka,2024,Phishing,451,414,37,3629295.61,20,Female,Doctor,19707546,62.84,71.28,6.81
Belgaum,Karnataka,2022,Hacking,411,275,136,3255361.2,18,Other,Student,5075623,94.59,48.77,8.72
Chennai,Tamil Nadu,2024,Online Harassment,395,149,246,1340980.13,20,Other,Doctor,19390271,78.9,47.23,7.22
Coimbatore,Tamil Nadu,2022,Cyberstalking,99,97,2,1480437.11,54,Male,Government Employee,12782070,76.41,60.43,6.67
Madurai,Tamil Nadu,2022,Phishing,11,10,1,1343362.22,30,Female,Government Employee,11508474,63.1,73.43,4.75
Tiruchirappalli,Tamil Nadu,2022,Ransomware,203,144,59,658564.53,41,Male,Business,17219218,67.97,49.3,8.61
Salem,Tamil Nadu,2023,Online Harassment,430,87,343,3936442.54,39,Other,Student,18590277,85.0,67.5,2.53
Lucknow,Uttar Pradesh,2022,Data Breach,220,154,66,4287326.81,50,Female,Government Employee,620236,87.03,76.72,11.53
Kanpur,Uttar Pradesh,2024,Cyberstalking,74,8,66,350523.24,66,Male,Engineer,13192484,68.85,61.71,10.9
Ghaziabad,Uttar Pradesh,2024,Phishing,143,66,77,4812652.64,56,Male,Unemployed,16775113,90.82,44.94,3.94
Varanasi,Uttar Pradesh,2024,Data Breach,280,32,248,2028558.13,30,Male,Engineer,4797984,84.38,67.14,4.95
Agra,Uttar Pradesh,2022,Online Harassment,218,76,142,835034.68,30,Female,Doctor,12406638,85.28,80.7,6.31
Kolkata,West Bengal,2022,Online Harassment,408,128,280,456732.97,70,Male,Freelancer,9835321,93.09,67.9,3.57
Howrah,West Bengal,2023,Online Harassment,453,447,6,259480.01,40,Male,Government Employee,11456182,79.02,41.22,3.92
Durgapur,West Bengal,2024,Phishing,352,43,309,2375668.65,34,Female,Business,9800943,77.95,87.6,7.3
Asansol,West Bengal,2022,Data Breach,384,55,329,1873440.38,50,Other,Doctor,9292004,71.6,88.35,6.66
Siliguri,West Bengal,2024,Phishing,354,352,2,1732648.59,33,Other,Student,9826964,68.36,84.99,4.09
Ahmedabad,Gujarat,2023,Data Breach,434,269,165,1325699.61,35,Other,Engineer,13294605,85.5,78.4,10.06
Surat,Gujarat,2022,Financial Fraud,374,307,67,2300982.36,44,Other,Engineer,18316291,61.69,88.54,4.41
Vadodara,Gujarat,2022,Data Breach,262,110,152,716799.46,56,Female,Teacher,1365707,90.88,81.29,9.23
Rajkot,Gujarat,2022,Hacking,398,167,231,4957538.68,21,Female,Freelancer,18590495,85.21,61.47,2.08
Bhavnagar,Gujarat,2022,Data Breach,430,13,417,4986452.39,16,Other,Engineer,11276926,87.25,36.72,3.28
Jaipur,Rajasthan,2024,Phishing,135,96,39,1702567.2,55,Other,Unemployed,8904583,85.52,79.38,7.96
Jodhpur,Rajasthan,2024,Ransomware,479,1,478,4417292.29,58,Male,Freelancer,12394838,81.34,50.75,10.86
Udaipur,Rajasthan,2022,Online Harassment,319,36,283,4052142.38,70,Other,Business,3702605,78.87,43.55,5.97
Kota,Rajasthan,2023,Identity Theft,439,13,426,2953457.57,63,Female,Teacher,5774409,88.52,39.46,4.16
Ajmer,Rajasthan,2024,Cyberstalking,47,15,32,2283895.08,36,Female,Freelancer,2625122,63.23,86.03,8.95
Patna,Bihar,2024,Online Harassment,76,66,10,2703719.91,62,Male,Government Employee,763172,87.23,50.25,6.92
Gaya,Bihar,2023,Ransomware,232,202,30,3731597.86,48,Other,Engineer,3959515,86.12,55.59,10.47
Muzaffarpur,Bihar,2022,Data Breach,457,28,429,2625269.99,28,Female,Freelancer,13398970,90.96,35.3,10.71
Bhagalpur,Bihar,2022,Ransomware,88,87,1,2305362.33,35,Other,Teacher,3403622,93.35,76.06,4.54
Purnia,Bihar,2023,Identity Theft,36,27,9,2569925.29,26,Female,Engineer,16336855,81.92,59.12,9.63
Bhopal,Madhya Pradesh,2024,Cyberstalking,328,107,221,4920403.39,68,Female,Business,1403647,64.05,48.24,7.55
Indore,Madhya Pradesh,2024,Hacking,409,99,310,1745915.94,30,Female,Doctor,13721996,61.61,44.02,5.74
Jabalpur,Madhya Pradesh,2024,Financial Fraud,37,6,31,3351777.45,43,Other,Student,1643542,77.76,89.59,7.81
Gwalior,Madhya Pradesh,2022,Online Harassment,156,146,10,949801.28,16,Other,Unemployed,8614567,80.4,39.94,9.56
Ujjain,Madhya Pradesh,2024,Ransomware,402,319,83,2884940.53,39,Other,Business,18595486,82.46,75.57,9.46
Mumbai,Maharashtra,2024,Hacking,55,33,22,1512960.21,49,Female,Freelancer,19134459,68.69,49.82,3.03
Pune,Maharashtra,2022,Online Harassment,301,99,202,4768777.99,27,Male,Doctor,7533574,70.31,38.48,11.69
Nagpur,Maharashtra,2023,Phishing,218,159,59,3513404.05,50,Female,Doctor,13404455,82.41,57.43,6.18
Nashik,Maharashtra,2022,Hacking,99,95,4,1118738.92,50,Other,Teacher,17498095,81.24,49.55,8.63
Thane,Maharashtra,2023,Data Breach,470,266,204,735689.16,50,Male,Business,153087,91.4,87.6,10.87
New Delhi,Delhi,2022,Cyberstalking,471,355,116,2853025.8,42,Female,Student,18479845,88.16,77.04,6.06
Dwarka,Delhi,2023,Cyberstalking,232,169,63,1366890.8,65,Other,Freelancer,19273779,73.24,54.42,2.73
Rohini,Delhi,2022,Phishing,297,246,51,4053273.59,21,Other,Doctor,6434959,88.25,48.82,5.37
Saket,Delhi,2022,Online Harassment,441,98,343,3897232.13,40,Other,Doctor,8123223,80.57,76.39,10.5
Karol Bagh,Delhi,2023,Phishing,447,15,432,4171023.31,25,Female,Teacher,82822,60.23,81.13,6.34
Bengaluru,Karnataka,2023,Ransomware,42,3,39,628080.53,63,Female,Teacher,2568486,62.84,41.6,8.12
Mysuru,Karnataka,2022,Phishing,494,33,461,1907197.62,18,Other,Business,2737858,70.26,66.39,10.58
Mangaluru,Karnataka,2023,Phishing,242,104,138,3879588.89,70,Other,Teacher,19594196,93.23,68.52,8.27
Hubli,Karnataka,2022,Identity Theft,122,81,41,1435011.11,16,Female,Unemployed,14904377,80.96,53.44,2.58
Belgaum,Karnataka,2023,Cyberstalking,381,206,175,3826683.46,41,Other,Doctor,4653436,72.06,63.33,2.92
Chennai,Tamil Nadu,2023,Hacking,482,196,286,4619295.78,25,Other,Engineer,8893132,60.8,86.19,8.75
Coimbatore,Tamil Nadu,2023,Financial Fraud,109,25,84,1053198.89,29,Male,Doctor,10592807,72.53,85.84,4.03
Madurai,Tamil Nadu,2023,Financial Fraud,249,139,110,4639475.69,44,Male,Teacher,5562082,83.73,34.72,3.63
Tiruchirappalli,Tamil Nadu,2023,Financial Fraud,122,96,26,2138402.82,67,Other,Government Employee,4491139,76.37,62.77,11.76
Salem,Tamil Nadu,2023,Financial Fraud,107,27,80,2265072.29,57,Other,Business,10354507,69.26,32.95,11.61
Lucknow,Uttar Pradesh,2024,Identity Theft,34,9,25,4327407.99,33,Other,Student,3221438,75.09,47.09,2.53
Kanpur,Uttar Pradesh,2023,Data Breach,359,128,231,4168402.08,40,Female,Engineer,4807120,91.68,74.45,7.0
Ghaziabad,Uttar Pradesh,2024,Cyberstalking,478,95,383,422133.89,68,Male,Engineer,16544530,91.3,65.34,10.27
Varanasi,Uttar Pradesh,2022,Data Breach,143,132,11,4656398.43,41,Male,Government Employee,16535488,87.45,71.21,6.38
Agra,Uttar Pradesh,2023,Data Breach,457,421,36,2719831.5,22,Other,Doctor,18287228,83.85,49.11,2.29
Kolkata,West Bengal,2022,Hacking,388,11,377,2489489.13,59,Other,Freelancer,13565100,83.83,89.67,6.54
Howrah,West Bengal,2024,Phishing,216,127,89,1217952.09,40,Other,Doctor,568812,72.78,30.14,7.41
Durgapur,West Bengal,2022,Cyberstalking,102,28,74,3164415.89,35,Other,Doctor,2942027,94.73,70.72,8.6
Asansol,West Bengal,2022,Identity Theft,286,229,57,4688440.87,58,Female,Freelancer,19156960,65.26,34.37,8.51
Siliguri,West Bengal,2022,Financial Fraud,302,71,231,1670593.1,40,Female,Student,18757482,80.67,76.35,4.69
Ahmedabad,Gujarat,2023,Online Harassment,411,279,132,4346984.37,25,Male,Student,11152545,87.94,87.08,8.92
Surat,Gujarat,2022,Ransomware,378,306,72,3597917.74,31,Other,Business,4411679,70.43,66.34,10.46
Vadodara,Gujarat,2024,Financial Fraud,341,43,298,1453651.37,43,Other,Unemployed,1251231,84.33,56.48,5.57
Rajkot,Gujarat,2022,Data Breach,468,278,190,2038183.99,39,Female,Teacher,18144901,86.92,69.4,2.26
Bhavnagar,Gujarat,2024,Hacking,150,97,53,3912227.24,54,Male,Unemployed,16656029,81.37,59.55,7.42
Jaipur,Rajasthan,2024,Ransomware,268,254,14,3606771.73,24,Male,Government Employee,17368008,80.19,59.63,9.5
Jodhpur,Rajasthan,2024,Identity Theft,358,268,90,53240.4,56,Male,Teacher,12420878,61.82,46.16,2.3
Udaipur,Rajasthan,2023,Ransomware,205,186,19,3116718.84,58,Female,Student,1077911,83.56,40.08,11.0
Kota,Rajasthan,2022,Identity Theft,446,191,255,1378196.08,26,Other,Freelancer,15508050,80.78,41.77,5.53
Ajmer,Rajasthan,2024,Online Harassment,105,81,24,1270792.73,23,Other,Business,13182713,89.06,43.33,11.41
Patna,Bihar,2024,Financial Fraud,184,103,81,863886.58,20,Other,Government Employee,6311317,78.66,50.27,11.89
Gaya,Bihar,2023,Cyberstalking,477,175,302,1975928.83,51,Male,Freelancer,19817729,67.76,71.68,5.43
Muzaffarpur,Bihar,2024,Identity Theft,62,14,48,4309228.49,47,Male,Freelancer,12439350,72.8,87.1,6.9
Bhagalpur,Bihar,2023,Ransomware,496,435,61,2815490.27,16,Other,Government Employee,16416790,87.06,47.24,4.62
Purnia,Bihar,2022,Data Breach,166,160,6,3134742.45,58,Other,Engineer,3848257,91.99,65.94,3.65
Bhopal,Madhya Pradesh,2022,Identity Theft,307,120,187,1382212.22,17,Male,Government Employee,7102667,73.81,35.29,4.94
Indore,Madhya Pradesh,2022,Identity Theft,433,167,266,1051371.09,28,Other,Doctor,12334617,81.68,42.87,6.19
Jabalpur,Madhya Pradesh,2024,Financial Fraud,131,109,22,2264267.96,35,Male,Student,8967238,93.35,38.98,10.64
Gwalior,Madhya Pradesh,2022,Online Harassment,496,394,102,3972648.62,17,Female,Doctor,15372060,73.4,61.75,11.98
Ujjain,Madhya Pradesh,2024,Hacking,297,30,267,3045105.24,68,Male,Unemployed,275704,69.51,37.79,10.45
Mumbai,Maharashtra,2024,Identity Theft,215,41,174,4456417.0,36,Other,Freelancer,14011432,62.04,49.47,9.73
Pune,Maharashtra,2024,Ransomware,415,386,29,2276409.37,43,Female,Business,5673382,64.84,72.37,7.1
Nagpur,Maharashtra,2024,Online Harassment,287,173,114,3677794.62,42,Female,Government Employee,9714771,66.22,37.73,11.58
Nashik,Maharashtra,2022,Financial Fraud,425,354,71,2169131.02,36,Male,Doctor,259968,90.89,32.57,10.02
Thane,Maharashtra,2023,Data Breach,310,118,192,410103.44,30,Male,Engineer,10988029,90.4,34.15,2.06
New Delhi,Delhi,2023,Hacking,27,16,11,1060251.79,55,Female,Doctor,3417837,69.94,47.06,7.2
Dwarka,Delhi,2024,Ransomware,207,150,57,3118813.22,60,Female,Doctor,16813272,93.71,71.42,11.37
Rohini,Delhi,2023,Hacking,470,326,144,3954696.85,61,Female,Freelancer,5073255,86.14,37.78,10.46
Saket,Delhi,2024,Cyberstalking,480,188,292,1475170.66,19,Other,Teacher,5850685,84.76,78.46,3.06
Karol Bagh,Delhi,2022,Data Breach,438,32,406,675162.32,53,Male,Student,10279721,81.84,33.54,9.38
Bengaluru,Karnataka,2022,Data Breach,222,67,155,2473212.36,28,Other,Unemployed,11626517,60.85,39.9,6.72
Mysuru,Karnataka,2024,Financial Fraud,350,233,117,925858.75,26,Female,Unemployed,15628028,71.23,74.81,5.63
Mangaluru,Karnataka,2024,Online Harassment,257,69,188,1925602.54,70,Other,Student,10969761,64.99,35.41,10.17
Hubli,Karnataka,2024,Hacking,205,168,37,2791308.84,61,Male,Freelancer,1831621,79.23,40.9,6.4
Belgaum,Karnataka,2022,Hacking,99,8,91,2312975.35,28,Male,Unemployed,7340368,92.4,69.32,11.67
Chennai,Tamil Nadu,2022,Identity Theft,103,22,81,818198.66,51,Other,Teacher,13872421,90.85,87.32,9.33
Coimbatore,Tamil Nadu,2023,Financial Fraud,337,155,182,1219546.71,50,Male,Teacher,5638954,71.38,51.82,11.64
Madurai,Tamil Nadu,2024,Data Breach,173,142,31,4701495.83,32,Female,Engineer,16461580,85.37,57.78,9.44
Tiruchirappalli,Tamil Nadu,2023,Data Breach,92,50,42,1484721.83,16,Other,Government Employee,8808979,90.29,64.66,11.53
Salem,Tamil Nadu,2023,Financial Fraud,102,57,45,3037856.74,69,Other,Unemployed,140197,66.54,40.46,2.7
Lucknow,Uttar Pradesh,2022,Identity Theft,136,119,17,3810740.88,46,Other,Engineer,7238607,77.16,83.72,5.27
Kanpur,Uttar Pradesh,2024,Data Breach,76,19,57,188987.96,58,Male,Doctor,12274123,73.9,77.44,10.63
Ghaziabad,Uttar Pradesh,2024,Data Breach,98,4,94,4422688.83,31,Other,Unemployed,15673011,78.15,60.35,7.69
Varanasi,Uttar Pradesh,2023,Data Breach,364,360,4,4398650.69,57,Other,Government Employee,6246034,68.29,62.1,11.24
Agra,Uttar Pradesh,2022,Data Breach,18,8,10,4891049.74,30,Female,Engineer,19265479,89.93,64.43,3.09
Kolkata,West Bengal,2022,Identity Theft,437,83,354,4772766.27,70,Other,Engineer,816402,87.26,68.57,3.67
Howrah,West Bengal,2024,Identity Theft,349,12,337,507751.54,27,Female,Business,17209098,66.75,66.72,3.96
Durgapur,West Bengal,2022,Ransomware,250,21,229,1091564.67,52,Female,Engineer,3914468,65.08,32.9,3.51
Asansol,West Bengal,2022,Financial Fraud,116,20,96,634492.11,58,Other,Unemployed,13811058,76.33,69.61,2.54
Siliguri,West Bengal,2024,Financial Fraud,69,14,55,1943781.18,21,Male,Doctor,1454290,64.23,73.3,6.46
Ahmedabad,Gujarat,2024,Identity Theft,348,270,78,3811762.35,30,Male,Teacher,1292286,70.28,41.55,5.8
Surat,Gujarat,2022,Phishing,348,91,257,2303949.09,57,Female,Engineer,5070809,86.75,46.92,3.0
Vadodara,Gujarat,2023,Phishing,414,285,129,3431056.5,55,Other,Doctor,11363065,90.09,64.59,5.27
Rajkot,Gujarat,2022,Cyberstalking,315,146,169,1909105.84,16,Other,Teacher,12355322,94.81,51.0,5.8
Bhavnagar,Gujarat,2022,Phishing,422,109,313,3592583.0,51,Other,Government Employee,4351789,87.27,65.01,10.23
Jaipur,Rajasthan,2022,Data Breach,242,30,212,752301.13,27,Female,Government Employee,18494702,71.43,52.0,5.07
Jodhpur,Rajasthan,2022,Data Breach,443,13,430,1333818.47,19,Other,Doctor,910521,64.93,58.91,2.54
Udaipur,Rajasthan,2022,Identity Theft,324,82,242,2422586.97,50,Female,Business,2073633,65.82,67.17,6.43
Kota,Rajasthan,2024,Financial Fraud,230,109,121,4316723.23,16,Female,Teacher,4411660,64.43,46.88,8.5
